Among'ura Community Dispensary,Level 2,Dispensary,Busia,Teso South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kangir Health centre,Level 3,Basic Health Centre,Homa Bay,Karachuonyo,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ngeta Health Centre,Level 3,Basic Health Centre,Homa Bay,Karachuonyo,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Pesi Medical Centre,Level 3,Medical Center,Busia,Teso South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ngiini Dispensary Kathiani,Level 2,Dispensary,Machakos,Kathiani,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sikhendu Dispensary,Level 2,Dispensary,Trans Nzoia,Kiminini,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chebukwabi Dispensary,Level 2,Dispensary,Bungoma,Kimilili,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lunakwe Dispensary,Level 2,Dispensary,Bungoma,Bumula,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kianjokoma Muungano Community Cottage Hospital,Level 2,Medical Clinic,Embu,Runyenjes,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Centre Medical Clinic,Level 2,Medical Clinic,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kasewe Health Centre,Level 2,Basic Health Centre,Homa Bay,Rachuonyo East,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Neema Medical Home Limited,Level 2,Medical Clinic,Nakuru,Kuresoi North,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
AAR Mountain mall,Level 2,Medical Clinic,Nairobi,Roysambu,Operational,"HIV risk reduction services for prioity populations and geographies, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
St Luke Clinic Nakuru,Level 2,Medical Clinic,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Menengai Dispensary,Level 2,Dispensary,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Rhonda Health centre,Level 3,Comprehensive Health Centre,Nakuru,Nakuru West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kochola Dispensary,Level 2,Dispensary,Migori,Rongo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyamokenye Health Centre,Level 3,Basic Health Centre,Kisii,Bobasi,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nduluku Dispensary,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Kisoi Munyao Memorial Health Centre,Level 3,Basic Health Centre,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
PCEA Thwake Dispensary,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Katilini Dispensary,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Dr Ogind's Clinic,Level 2,Medical Clinic,Nakuru,Nakuru East,Operational,EMTCT-Elimination of Mother to Child  Transmission of HIV
Mosocho Market Dispensary,Level 2,Dispensary,Kisii,Kitutu Chache South,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kioge Dispensary,Level 2,Dispensary,Kisii,Kitutu Chache South,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ndumbi Dispensary,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Utuneni Dispensary,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kinyambu Kwitu Medical Clinic,Level 2,Medical Clinic,Makueni,Kibwezi East,Closed,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Meridian Medical centre (Nation Centre Bldg ),Level 2,Medical Clinic,Nairobi,Starehe,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Wananchi Dev Program Clinic (Nyambari),Level 2,Medical Clinic,Kiambu,Lari,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Itetani Dispensary,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Yunasi Medical Centre,Level 3,Medical Center,Embu,Mbeere South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kanyerus Dispensary,Level 2,Dispensary,West Pokot,KACHELIBA,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kiwawa GOK Dispensary,Level 2,Dispensary,West Pokot,Pokot North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kasarani VCT,Level 2,VCT,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Nyasoko Dispensary,Level 2,Dispensary,Migori,Uriri,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Wangiya Dispensary,Level 2,Dispensary,Migori,Uriri,Operational,"HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Thim Jope Dispensary,Level 2,Dispensary,Migori,Uriri,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Quebee Health Care,Level 2,Medical Clinic,Nakuru,Nakuru West,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention"
Hoymas VCT (Nairobi),Level 2,VCT,Nairobi,Starehe,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Nairobi Women's Hospital-Nakuru( Hyrax),Level 4,Primary care hospitals,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Drop In Service Centre,Level 2,Medical Clinic,Mombasa,Mvita,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Talau Dispensary,Level 2,Dispensary,West Pokot,West Pokot,Operational,Condom Distribution & STI Prevention
Shepherd Riverside Clinic,Level 4,Medical Clinic,Narok,Narok Central,Non-Operational,"Condom Distribution & STI Prevention, HIV preventive Package"
Murkwijit Dispensary,Level 2,Dispensary,West Pokot,West Pokot,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lomuke Dispensary,Level 2,Dispensary,Baringo,Tiaty East,Operational,Condom Distribution & STI Prevention
Natunyi Dispensary,Level 2,Dispensary,Kakamega,Navakholo,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Kisembe Dispensary,Level 2,Dispensary,Kakamega,Navakholo,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Musavani Dispensary,Level 2,Dispensary,Kitui,Mwingi North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyayiera Dispensary (Rarieda),Level 2,Dispensary,Siaya,Rarieda,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
St Mathews Kandaria Dispensary,Level 2,Dispensary,Siaya,Rarieda,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Mmangani Dispensary,Level 2,Dispensary,Kilifi,Malindi,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
